method,CER,WER
HR_Original,0.24724462628620322,0.5765195195159604
SwinIR_optuna_PSNRbest,0.2588199527437632,0.6089709707528163
SwinIR_optuna_SSIMbest,0.2678287201424608,0.6243697727014025
LR_Bicubic,0.2874708663174803,0.6497337838086316
LR_raw,0.3067363740381231,0.6497089289307328
